Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Cream of Belay,Neptune > Reef of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108184053/cream-of-belay,3.0,-1,Trad,5.10- R,2,175.0,32.46039,-110.78419
Voodoo Child,Rappel Rock > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106831966/voodoo-child,3.5,-1,Trad,5.11a,4,450.0,32.4323,-110.7933
Lipstick,Red Diamond Wall > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106007555/lipstick,3.2,-1,Trad,5.10c,1,100.0,32.4033,-110.6912
21st Century Finger Crack,Aegir > Reef of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108317428/21st-century-finger-crack,2.9,-1,Trad,5.11c,1,80.0,32.45988,-110.78488
Jaws,Neptune > Reef of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106193725/jaws,3.2,-1,Trad,5.8,2,200.0,32.46039,-110.78419
The Rupley Route,Southeast Face > The Fortress > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738260/the-rupley-route,3.0,-1,Trad,5.9,4,450.0,32.43213,-110.79756
Starfish,Aegir > Reef of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/117065631/starfish,3.1,-1,Sport,5.11+,1,110.0,32.45988,-110.78488
Use It Or Lose It,"Forgotten Wall, Control Tower & Up The Creek Wall > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106080538/use-it-or-lose-it,3.0,-1,Sport,5.11b,1,101.0,32.35534,-110.71812
Horse Of A Different Color,Wall of the Dancing Dwarfs > Munchkinland Area > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106893966/horse-of-a-different-color,3.2,-1,Sport,5.11a/b,2,140.0,32.3883,-110.71712
Pocket Protector,Trundle Pinnacle > Mount Bigelow > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106577615/pocket-protector,3.3,-1,"Trad, Sport",5.10c,1,60.0,32.42312,-110.71782
Solar Flare,Sun Spot Crags > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738812/solar-flare,2.9,-1,Trad,5.11,1,60.0,32.34035,-110.68889
Pitfalls of Hesitation,Hawk's Bill Spire > Agave Spires Area > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105813311/pitfalls-of-hesitation,3.2,-1,Trad,5.10,3,,32.36506,-110.71896
Arc Of A Diver,Neptune > Reef of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108250423/arc-of-a-diver,3.2,-1,Trad,5.11c,1,100.0,32.46039,-110.78419
Asgard,Wall of the Trundling Trolls > Munchkinland Area > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106224450/asgard,3.0,-1,Trad,5.10,2,140.0,32.38723,-110.71788
Valhalla,Wall of the Trundling Trolls > Munchkinland Area > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106224444/valhalla,3.3,-1,Trad,5.11-,2,185.0,32.38723,-110.71788
Pay No Attention to the Man Behind the Curtain,Wall of the Dancing Dwarfs > Munchkinland Area > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105834320/pay-no-attention-to-the-man-behind-the-curtain,3.1,-1,Sport,5.11-,2,115.0,32.3883,-110.71712
Cat On A Hot Thin Roof,"Forgotten Wall, Control Tower & Up The Creek Wall > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/106080360/cat-on-a-hot-thin-roof,3.0,-1,Sport,5.11+,1,100.0,32.35534,-110.71812
The Eagle's Gift,Delta Dome > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/108854123/the-eagles-gift,3.2,-1,Sport,5.11+,1,70.0,32.41849,-110.7529
Jug or Not,Boneyard > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/113070519/jug-or-not,3.3,-1,Sport,5.11b/c,2,160.0,32.40369,-110.6965
